fips,county,year,fatal_crashes,total_fatalities,alcohol_fatal_crashes,alcohol_share,alcohol_flag_source,countywide_wet,first_treated_year,cohort,years_since_treatment,any_wet_neighbor,n_wet_neighbors,share_wet_neighbors,any_wet_area_neighbor,n_neighbors,partial_county,treated_unit,neighbor_unit,clean_control
05127,Scott,2008,4,5,2,0.5,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2009,1,1,0,0.0,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2010,7,7,4,0.5714285714285714,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2011,0,0,0,,,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2012,2,2,1,0.5,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2013,0,0,0,,,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2014,1,1,0,0.0,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2015,3,3,1,0.3333333333333333,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2016,4,4,1,0.25,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2017,4,4,1,0.25,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2018,3,3,1,0.3333333333333333,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2019,1,1,0,0.0,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2020,2,3,0,0.0,DRUNK_DR,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2021,2,3,0,0.0,DR_DRINK,0,,0,,0,0,0.0,1,5,0,0,1,0
05127,Scott,2022,6,6,0,0.0,DR_DRINK,0,,0,,1,1,0.2,1,5,0,0,1,0
05127,Scott,2023,5,5,2,0.4,DR_DRINK,0,,0,,1,1,0.2,1,5,0,0,1,0
05129,Searcy,2008,1,1,1,1.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2009,3,3,2,0.6666666666666666,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2010,2,2,0,0.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2011,4,4,1,0.25,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2012,5,5,2,0.4,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2013,3,4,0,0.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2014,4,4,1,0.25,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2015,5,5,2,0.4,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2016,3,3,0,0.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2017,1,1,0,0.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2018,5,7,0,0.0,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2019,2,2,1,0.5,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05129,Searcy,2020,4,4,1,0.25,DRUNK_DR,0,,0,,1,4,0.5714285714285714,1,7,0,0,1,0
05129,Searcy,2021,5,5,2,0.4,DR_DRINK,0,,0,,1,4,0.5714285714285714,1,7,0,0,1,0
05129,Searcy,2022,4,4,1,0.25,DR_DRINK,0,,0,,1,4,0.5714285714285714,1,7,0,0,1,0
05129,Searcy,2023,4,4,0,0.0,DR_DRINK,0,,0,,1,4,0.5714285714285714,1,7,0,0,1,0
05131,Sebastian,2008,17,19,6,0.35294117647058826,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2009,16,17,8,0.5,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2010,11,14,5,0.45454545454545453,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2011,8,10,1,0.125,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2012,4,4,3,0.75,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2013,10,10,1,0.1,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2014,5,5,2,0.4,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2015,6,6,1,0.16666666666666666,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2016,15,15,6,0.4,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2017,14,14,3,0.21428571428571427,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2018,14,15,5,0.35714285714285715,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2019,9,9,1,0.1111111111111111,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2020,14,15,1,0.07142857142857142,DRUNK_DR,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2021,19,20,6,0.3157894736842105,DR_DRINK,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2022,19,22,7,0.3684210526315789,DR_DRINK,0,,0,,1,1,0.25,1,4,1,0,1,0
05131,Sebastian,2023,20,20,8,0.4,DR_DRINK,0,,0,,1,1,0.25,1,4,1,0,1,0
05133,Sevier,2008,4,4,0,0.0,DRUNK_DR,0,2020.0,2020,-12.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2009,2,2,1,0.5,DRUNK_DR,0,2020.0,2020,-11.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2010,3,3,0,0.0,DRUNK_DR,0,2020.0,2020,-10.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2011,2,2,0,0.0,DRUNK_DR,0,2020.0,2020,-9.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2012,2,2,0,0.0,DRUNK_DR,0,2020.0,2020,-8.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2013,4,4,0,0.0,DRUNK_DR,0,2020.0,2020,-7.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2014,3,3,0,0.0,DRUNK_DR,0,2020.0,2020,-6.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2015,3,3,1,0.3333333333333333,DRUNK_DR,0,2020.0,2020,-5.0,0,0,0.0,0,3,0,1,0,0
05133,Sevier,2016,7,7,2,0.2857142857142857,DRUNK_DR,0,2020.0,2020,-4.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2017,2,2,0,0.0,DRUNK_DR,0,2020.0,2020,-3.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2018,1,1,0,0.0,DRUNK_DR,0,2020.0,2020,-2.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2019,5,7,2,0.4,DRUNK_DR,0,2020.0,2020,-1.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2020,6,7,2,0.3333333333333333,DRUNK_DR,1,2020.0,2020,0.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2021,3,3,2,0.6666666666666666,DR_DRINK,1,2020.0,2020,1.0,1,1,0.3333333333333333,1,3,0,1,0,0
05133,Sevier,2022,7,8,4,0.5714285714285714,DR_DRINK,1,2020.0,2020,2.0,1,2,0.6666666666666666,1,3,0,1,0,0
05133,Sevier,2023,6,6,4,0.6666666666666666,DR_DRINK,1,2020.0,2020,3.0,1,2,0.6666666666666666,1,3,0,1,0,0
05135,Sharp,2008,1,1,0,0.0,DRUNK_DR,0,2012.0,2012,-4.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2009,1,1,0,0.0,DRUNK_DR,0,2012.0,2012,-3.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2010,5,6,1,0.2,DRUNK_DR,0,2012.0,2012,-2.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2011,4,4,1,0.25,DRUNK_DR,0,2012.0,2012,-1.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2012,7,7,1,0.14285714285714285,DRUNK_DR,1,2012.0,2012,0.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2013,3,3,2,0.6666666666666666,DRUNK_DR,1,2012.0,2012,1.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2014,1,1,0,0.0,DRUNK_DR,1,2012.0,2012,2.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2015,3,3,2,0.6666666666666666,DRUNK_DR,1,2012.0,2012,3.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2016,6,7,2,0.3333333333333333,DRUNK_DR,1,2012.0,2012,4.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2017,9,11,2,0.2222222222222222,DRUNK_DR,1,2012.0,2012,5.0,0,0,0.0,0,5,0,1,0,0
05135,Sharp,2018,4,5,0,0.0,DRUNK_DR,1,2012.0,2012,6.0,1,1,0.2,1,5,0,1,0,0
05135,Sharp,2019,6,7,2,0.3333333333333333,DRUNK_DR,1,2012.0,2012,7.0,1,1,0.2,1,5,0,1,0,0
05135,Sharp,2020,4,4,2,0.5,DRUNK_DR,1,2012.0,2012,8.0,1,1,0.2,1,5,0,1,0,0
05135,Sharp,2021,2,4,0,0.0,DR_DRINK,1,2012.0,2012,9.0,1,1,0.2,1,5,0,1,0,0
05135,Sharp,2022,1,1,1,1.0,DR_DRINK,1,2012.0,2012,10.0,1,1,0.2,1,5,0,1,0,0
05135,Sharp,2023,4,4,1,0.25,DR_DRINK,1,2012.0,2012,11.0,1,1,0.2,1,5,0,1,0,0
05137,Stone,2008,5,5,1,0.2,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2009,2,2,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2010,3,7,2,0.6666666666666666,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2011,5,5,1,0.2,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2012,1,1,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2013,3,4,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2014,3,3,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2015,3,4,1,0.3333333333333333,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2016,4,4,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2017,5,6,0,0.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2018,1,1,1,1.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2019,1,1,1,1.0,DRUNK_DR,0,,0,,1,1,0.1666666666666667,1,6,0,0,1,0
05137,Stone,2020,3,3,0,0.0,DRUNK_DR,0,,0,,1,2,0.3333333333333333,1,6,0,0,1,0
05137,Stone,2021,4,4,1,0.25,DR_DRINK,0,,0,,1,2,0.3333333333333333,1,6,0,0,1,0
05137,Stone,2022,4,4,1,0.25,DR_DRINK,0,,0,,1,2,0.3333333333333333,1,6,0,0,1,0
05137,Stone,2023,3,3,1,0.3333333333333333,DR_DRINK,0,,0,,1,2,0.3333333333333333,1,6,0,0,1,0
05139,Union,2008,8,9,3,0.375,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2009,4,5,4,1.0,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2010,8,8,1,0.125,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2011,9,9,4,0.4444444444444444,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2012,11,12,2,0.18181818181818182,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2013,5,5,1,0.2,DRUNK_DR,1,,0,,1,2,0.4,1,5,0,0,1,0
05139,Union,2014,7,7,1,0.14285714285714285,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2015,10,11,3,0.3,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2016,6,7,2,0.3333333333333333,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2017,6,6,1,0.16666666666666666,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2018,11,12,3,0.2727272727272727,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2019,13,13,4,0.3076923076923077,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2020,6,7,0,0.0,DRUNK_DR,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2021,11,13,4,0.36363636363636365,DR_DRINK,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2022,7,7,3,0.42857142857142855,DR_DRINK,1,,0,,1,3,0.6,1,5,0,0,1,0
05139,Union,2023,6,6,1,0.16666666666666666,DR_DRINK,1,,0,,1,3,0.6,1,5,0,0,1,0
05141,Van Buren,2008,4,4,0,0.0,DRUNK_DR,0,2020.0,2020,-12.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2009,3,3,1,0.3333333333333333,DRUNK_DR,0,2020.0,2020,-11.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2010,6,10,2,0.3333333333333333,DRUNK_DR,0,2020.0,2020,-10.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2011,10,10,2,0.2,DRUNK_DR,0,2020.0,2020,-9.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2012,5,5,3,0.6,DRUNK_DR,0,2020.0,2020,-8.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2013,5,5,2,0.4,DRUNK_DR,0,2020.0,2020,-7.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2014,6,8,2,0.3333333333333333,DRUNK_DR,0,2020.0,2020,-6.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2015,1,1,1,1.0,DRUNK_DR,0,2020.0,2020,-5.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2016,0,0,0,,,0,2020.0,2020,-4.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2017,4,6,0,0.0,DRUNK_DR,0,2020.0,2020,-3.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2018,3,3,1,0.3333333333333333,DRUNK_DR,0,2020.0,2020,-2.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2019,0,0,0,,,0,2020.0,2020,-1.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2020,4,5,0,0.0,DRUNK_DR,1,2020.0,2020,0.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2021,7,8,3,0.42857142857142855,DR_DRINK,1,2020.0,2020,1.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2022,4,4,2,0.5,DR_DRINK,1,2020.0,2020,2.0,1,1,0.1666666666666667,1,6,0,1,0,0
05141,Van Buren,2023,1,1,0,0.0,DR_DRINK,1,2020.0,2020,3.0,1,1,0.1666666666666667,1,6,0,1,0,0
05143,Washington,2008,17,17,12,0.7058823529411765,DRUNK_DR,1,,0,,1,1,0.3333333333333333,1,3,0,0,1,0
05143,Washington,2009,26,26,6,0.23076923076923078,DRUNK_DR,1,,0,,1,1,0.3333333333333333,1,3,0,0,1,0
05143,Washington,2010,16,17,9,0.5625,DRUNK_DR,1,,0,,1,1,0.3333333333333333,1,3,0,0,1,0
05143,Washington,2011,24,27,9,0.375,DRUNK_DR,1,,0,,1,1,0.3333333333333333,1,3,0,0,1,0
05143,Washington,2012,18,18,4,0.2222222222222222,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2013,16,16,3,0.1875,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2014,17,19,8,0.47058823529411764,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2015,20,22,4,0.2,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2016,30,34,9,0.3,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2017,22,24,5,0.22727272727272727,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2018,18,18,4,0.2222222222222222,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2019,20,21,3,0.15,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2020,28,28,7,0.25,DRUNK_DR,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2021,28,29,5,0.17857142857142858,DR_DRINK,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2022,31,33,10,0.3225806451612903,DR_DRINK,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05143,Washington,2023,25,30,6,0.24,DR_DRINK,1,,0,,1,2,0.6666666666666666,1,3,0,0,1,0
05145,White,2008,15,15,6,0.4,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2009,14,16,8,0.5714285714285714,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2010,14,14,6,0.42857142857142855,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2011,8,8,3,0.375,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2012,14,16,1,0.07142857142857142,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2013,13,15,4,0.3076923076923077,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2014,16,17,2,0.125,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2015,8,11,3,0.375,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2016,18,20,7,0.3888888888888889,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2017,10,10,3,0.3,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2018,7,7,1,0.14285714285714285,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2019,13,14,1,0.07692307692307693,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2020,20,20,2,0.1,DRUNK_DR,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2021,19,20,3,0.15789473684210525,DR_DRINK,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2022,16,16,4,0.25,DR_DRINK,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05145,White,2023,17,18,4,0.23529411764705882,DR_DRINK,0,,0,,1,3,0.4285714285714285,1,7,0,0,1,0
05147,Woodruff,2008,3,4,1,0.3333333333333333,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2009,4,4,1,0.25,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2010,3,3,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2011,2,2,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2012,2,2,1,0.5,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2013,4,4,1,0.25,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2014,2,5,1,0.5,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2015,2,3,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2016,2,2,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2017,0,0,0,,,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2018,1,1,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2019,1,1,0,0.0,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2020,2,2,1,0.5,DRUNK_DR,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2021,0,0,0,,,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2022,0,0,0,,,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05147,Woodruff,2023,0,0,0,,,1,,0,,1,5,0.8333333333333334,1,6,0,0,1,0
05149,Yell,2008,5,6,3,0.6,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2009,3,4,1,0.3333333333333333,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2010,8,10,3,0.375,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2011,3,3,2,0.6666666666666666,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2012,14,18,2,0.14285714285714285,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2013,3,3,0,0.0,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2014,4,4,2,0.5,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2015,2,2,0,0.0,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2016,6,8,5,0.8333333333333334,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2017,6,7,3,0.5,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2018,5,5,1,0.2,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2019,4,5,1,0.25,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2020,5,6,1,0.2,DRUNK_DR,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2021,6,8,2,0.3333333333333333,DR_DRINK,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2022,5,6,1,0.2,DR_DRINK,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
05149,Yell,2023,2,3,1,0.5,DR_DRINK,0,,0,,1,2,0.2857142857142857,1,7,0,0,1,0
